"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Age Groups"	"Age Groups Code"	Count	Population	Crude Rate
	"Alabama"	"01"	"2005"	"2005"	"Male"	"M"	"15-19 years"	"15-19"	32	168912	18.94
	"Alabama"	"01"	"2005"	"2005"	"Male"	"M"	"20-24 years"	"20-24"	45	162885	27.63
	"Alabama"	"01"	"2005"	"2005"	"Male"	"M"	"25-29 years"	"25-29"	66	143104	46.12
	"Alabama"	"01"	"2005"	"2005"	"Male"	"M"	"30-34 years"	"30-34"	99	145296	68.14
	"Alabama"	"01"	"2005"	"2005"	"Male"	"M"	"35-39 years"	"35-39"	146	148609	98.24
	"Alabama"	"01"	"2005"	"2005"	"Male"	"M"	"40-44 years"	"40-44"	316	165291	191.18
	"Alabama"	"01"	"2005"	"2005"	"Male"	"M"	"45-49 years"	"45-49"	563	167347	336.43
	"Alabama"	"01"	"2005"	"2005"	"Male"	"M"	"50-54 years"	"50-54"	965	152556	632.55
	"Alabama"	"01"	"2005"	"2005"	"Male"	"M"	"55-59 years"	"55-59"	1450	136935	1058.90
	"Alabama"	"01"	"2005"	"2005"	"Male"	"M"	"60-64 years "	"60-64"	1666	104254	1598.02
	"Alabama"	"01"	"2005"	"2005"	"Male"	"M"	"65-69 years"	"65-69"	1874	82992	2258.05
	"Alabama"	"01"	"2005"	"2005"	"Male"	"M"	"70-74 years"	"70-74"	1840	66019	2787.08
	"Alabama"	"01"	"2005"	"2005"	"Male"	"M"	"75-79 years"	"75-79"	1502	49157	3055.52
	"Alabama"	"01"	"2005"	"2005"	"Male"	"M"	"80-84 years"	"80-84"	961	30520	3148.75
	"Alabama"	"01"	"2005"	"2005"	"Male"	"M"	"85+ years"	"85+"	599	19176	3123.70
	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	"< 1 year"	"1"	Suppressed	29848	Suppressed
	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	"1-4 years"	"1-4"	21	115932	18.11
	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	"5-9 years"	"5-9"	20	148424	13.47
	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	"10-14 years"	"10-14"	18	157259	11.45
	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	"15-19 years"	"15-19"	27	164708	16.39
	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	"20-24 years"	"20-24"	50	162871	30.70
	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	"25-29 years"	"25-29"	101	153897	65.63
	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	"30-34 years"	"30-34"	164	146533	111.92
	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	"35-39 years"	"35-39"	286	157188	181.95
	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	"40-44 years"	"40-44"	540	170861	316.05
	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	"45-49 years"	"45-49"	877	179181	489.45
	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	"50-54 years"	"50-54"	1044	166552	626.83
	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	"55-59 years"	"55-59"	1195	154076	775.59
	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	"60-64 years "	"60-64"	1339	119443	1121.04
	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	"65-69 years"	"65-69"	1351	99080	1363.54
	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	"70-74 years"	"70-74"	1261	83861	1503.68
	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	"75-79 years"	"75-79"	1257	72080	1743.90
	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	"80-84 years"	"80-84"	946	54430	1738.01
	"Alabama"	"01"	"2006"	"2006"	"Female"	"F"	"85+ years"	"85+"	814	49256	1652.59
	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	"< 1 year"	"1"	Suppressed	30975	Suppressed
	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	"1-4 years"	"1-4"	22	120467	18.26
	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	"5-9 years"	"5-9"	Suppressed	155157	Suppressed
	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	"10-14 years"	"10-14"	22	164608	13.37
	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	"15-19 years"	"15-19"	35	172295	20.31
	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	"20-24 years"	"20-24"	47	163368	28.77
	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	"25-29 years"	"25-29"	60	148916	40.29
	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	"30-34 years"	"30-34"	87	141715	61.39
	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	"35-39 years"	"35-39"	155	151475	102.33
	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	"40-44 years"	"40-44"	326	163182	199.78
	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	"45-49 years"	"45-49"	546	169420	322.28
	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	"50-54 years"	"50-54"	994	156757	634.10
	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	"55-59 years"	"55-59"	1633	143669	1136.64
	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	"60-64 years "	"60-64"	1855	107124	1731.64
	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	"65-69 years"	"65-69"	2066	85514	2415.98
	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	"70-74 years"	"70-74"	1903	67593	2815.38
	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	"75-79 years"	"75-79"	1468	49986	2936.82
	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	"80-84 years"	"80-84"	996	31258	3186.38
	"Alabama"	"01"	"2006"	"2006"	"Male"	"M"	"85+ years"	"85+"	581	20022	2901.81
	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	"< 1 year"	"1"	Suppressed	30948	Suppressed
	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	"1-4 years"	"1-4"	17	116224	14.63
	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	"5-9 years"	"5-9"	21	149668	14.03
	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	"10-14 years"	"10-14"	27	156588	17.24
	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	"15-19 years"	"15-19"	40	167011	23.95
	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	"20-24 years"	"20-24"	46	163425	28.15
	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	"25-29 years"	"25-29"	79	156497	50.48
	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	"30-34 years"	"30-34"	142	145591	97.53
	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	"35-39 years"	"35-39"	295	159044	185.48
	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	"40-44 years"	"40-44"	572	166904	342.71
	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	"45-49 years"	"45-49"	892	178782	498.93
	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	"50-54 years"	"50-54"	1114	171281	650.39
	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	"55-59 years"	"55-59"	1270	154650	821.21
	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	"60-64 years "	"60-64"	1396	128133	1089.49
	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	"65-69 years"	"65-69"	1414	101700	1390.36
	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	"70-74 years"	"70-74"	1406	84612	1661.70
	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	"75-79 years"	"75-79"	1266	71343	1774.53
	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	"80-84 years"	"80-84"	1017	54700	1859.23
	"Alabama"	"01"	"2007"	"2007"	"Female"	"F"	"85+ years"	"85+"	824	50174	1642.28
	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	"< 1 year"	"1"	Suppressed	31959	Suppressed
	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	"1-4 years"	"1-4"	19	121169	15.68
	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	"5-9 years"	"5-9"	18	156345	11.51
	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	"10-14 years"	"10-14"	23	163819	14.04
	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	"15-19 years"	"15-19"	31	174268	17.79
	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	"20-24 years"	"20-24"	59	163868	36.00
	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	"25-29 years"	"25-29"	60	151122	39.70
	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	"30-34 years"	"30-34"	95	140442	67.64
	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	"35-39 years"	"35-39"	149	153426	97.12
	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	"40-44 years"	"40-44"	284	159582	177.96
	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	"45-49 years"	"45-49"	589	169469	347.56
	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	"50-54 years"	"50-54"	1076	161263	667.23
	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	"55-59 years"	"55-59"	1649	143382	1150.07
	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	"60-64 years "	"60-64"	1933	115910	1667.67
	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	"65-69 years"	"65-69"	2115	88097	2400.76
	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	"70-74 years"	"70-74"	1904	68202	2791.71
	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	"75-79 years"	"75-79"	1545	50386	3066.33
	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	"80-84 years"	"80-84"	1064	32112	3313.40
	"Alabama"	"01"	"2007"	"2007"	"Male"	"M"	"85+ years"	"85+"	611	20744	2945.43
	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	"< 1 year"	"1"	Suppressed	31542	Suppressed
	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	"1-4 years"	"1-4"	23	118239	19.45
	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	"5-9 years"	"5-9"	Suppressed	149912	Suppressed
	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	"10-14 years"	"10-14"	19	156058	12.17
	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	"15-19 years"	"15-19"	37	169375	21.85
	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	"20-24 years"	"20-24"	50	164263	30.44
	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	"25-29 years"	"25-29"	103	157839	65.26
	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	"30-34 years"	"30-34"	180	146382	122.97
	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	"35-39 years"	"35-39"	298	160006	186.24
	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	"40-44 years"	"40-44"	520	162815	319.38
	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	"45-49 years"	"45-49"	851	178625	476.42
	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	"50-54 years"	"50-54"	1123	175205	640.96
	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	"55-59 years"	"55-59"	1387	156822	884.44
	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	"60-64 years "	"60-64"	1466	133213	1100.49
	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	"65-69 years"	"65-69"	1512	106023	1426.11
	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	"70-74 years"	"70-74"	1404	86520	1622.75
	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	"75-79 years"	"75-79"	1234	70861	1741.44
	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	"80-84 years"	"80-84"	1094	55374	1975.66
	"Alabama"	"01"	"2008"	"2008"	"Female"	"F"	"85+ years"	"85+"	1049	51183	2049.51
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	"< 1 year"	"1"	Suppressed	32274	Suppressed
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	"1-4 years"	"1-4"	23	122787	18.73
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	"5-9 years"	"5-9"	21	156770	13.40
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	"10-14 years"	"10-14"	17	163445	10.40
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	"15-19 years"	"15-19"	40	176205	22.70
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	"20-24 years"	"20-24"	48	164488	29.18
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	"25-29 years"	"25-29"	71	153665	46.20
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	"30-34 years"	"30-34"	104	140890	73.82
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	"35-39 years"	"35-39"	145	153863	94.24
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	"40-44 years"	"40-44"	284	155950	182.11
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	"45-49 years"	"45-49"	585	169523	345.09
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	"50-54 years"	"50-54"	1042	164801	632.28
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	"55-59 years"	"55-59"	1670	145011	1151.64
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	"60-64 years "	"60-64"	2083	121294	1717.31
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	"65-69 years"	"65-69"	2215	92099	2405.02
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	"70-74 years"	"70-74"	1884	69592	2707.21
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	"75-79 years"	"75-79"	1631	51001	3197.98
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	"80-84 years"	"80-84"	1106	32880	3363.75
	"Alabama"	"01"	"2008"	"2008"	"Male"	"M"	"85+ years"	"85+"	714	21411	3334.73
	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	"< 1 year"	"1"	Suppressed	30462	Suppressed
	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	"1-4 years"	"1-4"	20	119487	16.74
	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	"5-9 years"	"5-9"	16	150719	10.62
	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	"10-14 years"	"10-14"	23	155907	14.75
	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	"15-19 years"	"15-19"	36	169867	21.19
	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	"20-24 years"	"20-24"	57	166287	34.28
	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	"25-29 years"	"25-29"	101	157961	63.94
	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	"30-34 years"	"30-34"	169	148915	113.49
	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	"35-39 years"	"35-39"	292	159486	183.09
	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	"40-44 years"	"40-44"	534	159544	334.70
	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	"45-49 years"	"45-49"	884	177967	496.72
	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	"50-54 years"	"50-54"	1172	177413	660.61
	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	"55-59 years"	"55-59"	1329	159837	831.47
	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	"60-64 years "	"60-64"	1546	139157	1110.98
	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	"65-69 years"	"65-69"	1515	109638	1381.82
	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	"70-74 years"	"70-74"	1488	88061	1689.74
	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	"75-79 years"	"75-79"	1221	70326	1736.20
	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	"80-84 years"	"80-84"	1020	54967	1855.66
	"Alabama"	"01"	"2009"	"2009"	"Female"	"F"	"85+ years"	"85+"	940	52158	1802.22
	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	"< 1 year"	"1"	Suppressed	31331	Suppressed
	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	"1-4 years"	"1-4"	25	124132	20.14
	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	"5-9 years"	"5-9"	25	157145	15.91
	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	"10-14 years"	"10-14"	22	163165	13.48
	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	"15-19 years"	"15-19"	22	176744	12.45
	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	45	165830	27.14
	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	"25-29 years"	"25-29"	66	154238	42.79
	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	"30-34 years"	"30-34"	107	144437	74.08
	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	"35-39 years"	"35-39"	149	153311	97.19
	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	"40-44 years"	"40-44"	267	154308	173.03
	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	"45-49 years"	"45-49"	599	170289	351.75
	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	"50-54 years"	"50-54"	1160	167065	694.34
	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	"55-59 years"	"55-59"	1605	147180	1090.50
	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	"60-64 years "	"60-64"	1996	126713	1575.21
	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	"65-69 years"	"65-69"	2228	96029	2320.13
	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	"70-74 years"	"70-74"	2048	71027	2883.41
	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	"75-79 years"	"75-79"	1616	51353	3146.85
	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	"80-84 years"	"80-84"	1014	33316	3043.58
	"Alabama"	"01"	"2009"	"2009"	"Male"	"M"	"85+ years"	"85+"	730	22166	3293.33
	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	"< 1 year"	"1"	Suppressed	29107	Suppressed
	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	"1-4 years"	"1-4"	22	120146	18.31
	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	"5-9 years"	"5-9"	20	150491	13.29
	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	"10-14 years"	"10-14"	Suppressed	156679	Suppressed
	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	27	167136	16.15
	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	49	169299	28.94
	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	"25-29 years"	"25-29"	92	157422	58.44
	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	"30-34 years"	"30-34"	191	152201	125.49
	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	"35-39 years"	"35-39"	265	156523	169.30
	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	"40-44 years"	"40-44"	522	158696	328.93
	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	"45-49 years"	"45-49"	855	176811	483.57
	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	"50-54 years"	"50-54"	1120	179064	625.47
	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	"55-59 years"	"55-59"	1348	163397	824.98
	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	"60-64 years "	"60-64"	1683	145616	1155.78
	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	"65-69 years"	"65-69"	1612	112376	1434.47
	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	"70-74 years"	"70-74"	1350	88997	1516.91
	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	"75-79 years"	"75-79"	1260	70931	1776.37
	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	"80-84 years"	"80-84"	1073	55271	1941.34
	"Alabama"	"01"	"2010"	"2010"	"Female"	"F"	"85+ years"	"85+"	923	53158	1736.33
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	"< 1 year"	"1"	Suppressed	30140	Suppressed
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	"1-4 years"	"1-4"	28	124868	22.42
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	"5-9 years"	"5-9"	19	156807	12.12
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	"10-14 years"	"10-14"	18	163812	10.99
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	32	174264	18.36
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	51	168808	30.21
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	"25-29 years"	"25-29"	83	153672	54.01
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	"30-34 years"	"30-34"	95	147325	64.48
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	"35-39 years"	"35-39"	162	150287	107.79
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	"40-44 years"	"40-44"	241	153096	157.42
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	"45-49 years"	"45-49"	567	168854	335.79
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	"50-54 years"	"50-54"	1202	169077	710.92
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	"55-59 years"	"55-59"	1651	150845	1094.50
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	"60-64 years "	"60-64"	2178	132800	1640.06
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	"65-69 years"	"65-69"	2235	98401	2271.32
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	"70-74 years"	"70-74"	1922	72560	2648.84
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	"75-79 years"	"75-79"	1473	52162	2823.89
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	"80-84 years"	"80-84"	1056	33905	3114.58
	"Alabama"	"01"	"2010"	"2010"	"Male"	"M"	"85+ years"	"85+"	710	23077	3076.66
	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	"< 1 year"	"1"	Suppressed	28726	Suppressed
	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	"1-4 years"	"1-4"	24	119534	20.08
	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	"5-9 years"	"5-9"	17	149477	11.37
	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	"10-14 years"	"10-14"	17	158181	10.75
	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	"15-19 years"	"15-19"	30	162553	18.46
	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	"20-24 years"	"20-24"	45	174597	25.77
	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	"25-29 years"	"25-29"	106	157122	67.46
	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	"30-34 years"	"30-34"	194	154943	125.21
	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	"35-39 years"	"35-39"	285	151997	187.50
	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	"40-44 years"	"40-44"	498	160485	310.31
	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	"45-49 years"	"45-49"	780	172771	451.46
	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	"50-54 years"	"50-54"	1128	180166	626.09
	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	"55-59 years"	"55-59"	1380	166954	826.57
	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	"60-64 years "	"60-64"	1644	151846	1082.68
	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	"65-69 years"	"65-69"	1582	114591	1380.56
	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	"70-74 years"	"70-74"	1438	90411	1590.51
	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	"75-79 years"	"75-79"	1218	71327	1707.63
	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	"80-84 years"	"80-84"	1002	55469	1806.41
	"Alabama"	"01"	"2011"	"2011"	"Female"	"F"	"85+ years"	"85+"	917	53962	1699.34
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	"< 1 year"	"1"	Suppressed	30441	Suppressed
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	"1-4 years"	"1-4"	25	124198	20.13
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	"5-9 years"	"5-9"	20	155410	12.87
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	"10-14 years"	"10-14"	20	165245	12.10
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	"15-19 years"	"15-19"	24	170130	14.11
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	"20-24 years"	"20-24"	43	173847	24.73
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	"25-29 years"	"25-29"	69	152758	45.17
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	"30-34 years"	"30-34"	86	149859	57.39
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	"35-39 years"	"35-39"	119	145435	81.82
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	"40-44 years"	"40-44"	272	155058	175.42
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	"45-49 years"	"45-49"	548	165529	331.06
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	"50-54 years"	"50-54"	1073	170045	631.01
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	"55-59 years"	"55-59"	1644	154561	1063.66
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	"60-64 years "	"60-64"	2181	138473	1575.04
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	"65-69 years"	"65-69"	2300	100496	2288.65
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	"70-74 years"	"70-74"	1931	74159	2603.86
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	"75-79 years"	"75-79"	1567	53257	2942.34
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	"80-84 years"	"80-84"	1014	34448	2943.57
	"Alabama"	"01"	"2011"	"2011"	"Male"	"M"	"85+ years"	"85+"	785	23850	3291.40
	"Alabama"	"01"	"2012"	"2012"	"Female"	"F"	"< 1 year"	"1"	Suppressed	28780	Suppressed
	"Alabama"	"01"	"2012"	"2012"	"Female"	"F"	"1-4 years"	"1-4"	22	117896	18.66
	"Alabama"	"01"	"2012"	"2012"	"Female"	"F"	"5-9 years"	"5-9"	18	149886	12.01
	"Alabama"	"01"	"2012"	"2012"	"Female"	"F"	"10-14 years"	"10-14"	25	158300	15.79
	"Alabama"	"01"	"2012"	"2012"	"Female"	"F"	"15-19 years"	"15-19"	28	160693	17.42
	"Alabama"	"01"	"2012"	"2012"	"Female"	"F"	"20-24 years"	"20-24"	55	178529	30.81
	"Alabama"	"01"	"2012"	"2012"	"Female"	"F"	"25-29 years"	"25-29"	95	157050	60.49
	"Alabama"	"01"	"2012"	"2012"	"Female"	"F"	"30-34 years"	"30-34"	176	156257	112.63
	"Alabama"	"01"	"2012"	"2012"	"Female"	"F"	"35-39 years"	"35-39"	303	150523	201.30
	"Alabama"	"01"	"2012"	"2012"	"Female"	"F"	"40-44 years"	"40-44"	513	161842	316.98
